conference,url,title,authors,abstract,citations
acl,https://aclanthology.org/P16-1109.pdf,Scaling a Natural Language Generation System,"Jonathan Pfeil,Soumya Ray",None,1
acl,https://aclanthology.org/P16-1110.pdf,ALTO: Active Learning with Topic Overviews for Speeding Label Induction and Document Labeling,"Forough Poursabzi-Sangdeh,Jordan Boyd-Graber,Leah Findlater,Kevin Seppi",None,23
acl,https://aclanthology.org/P16-1111.pdf,Predicting the Rise and Fall of Scientific Topics from Trends in their Rhetorical Framing,"Vinodkumar Prabhakaran,William L. Hamilton,Dan McFarland,Dan Jurafsky",None,47
acl,https://aclanthology.org/P16-1112.pdf,Compositional Sequence Labeling Models for Error Detection in Learner Writing,"Marek Rei,Helen Yannakoudakis",None,76
acl,https://aclanthology.org/P16-1113.pdf,Neural Semantic Role Labeling with Dependency Path Embeddings,"Michael Roth,Mirella Lapata",None,176
acl,https://aclanthology.org/P16-1114.pdf,Prediction of Prospective User Engagement with Intelligent Assistants,"Shumpei Sano,Nobuhiro Kaji,Manabu Sassano",None,27
acl,https://aclanthology.org/P16-1115.pdf,Resolving References to Objects in Photographs using the Words-As-Classifiers Model,"David Schlangen,Sina Zarrieß,Casey Kennington",None,47
acl,https://aclanthology.org/P16-1116.pdf,RBPB: Regularization-Based Pattern Balancing Method for Event Extraction,"Lei Sha,Jing Liu,Chin-Yew Lin,Sujian Li,Baobao Chang,Zhifang Sui",None,29
acl,https://aclanthology.org/P16-1117.pdf,Neural Network-Based Model for Japanese Predicate Argument Structure Analysis,"Tomohide Shibata,Daisuke Kawahara,Sadao Kurohashi",None,25
acl,https://aclanthology.org/P16-1118.pdf,Addressing Limited Data for Textual Entailment Across Domains,"Chaitanya Shivade,Preethi Raghavan,Siddharth Patwardhan",None,6
acl,https://aclanthology.org/P16-1119.pdf,Annotating and Predicting Non-Restrictive Noun Phrase Modifications,"Gabriel Stanovsky,Ido Dagan",None,9
acl,https://aclanthology.org/P16-1120.pdf,Bilingual Segmented Topic Model,"Akihiro Tamura,Eiichiro Sumita",None,8
acl,https://aclanthology.org/P16-1121.pdf,Learning Semantically and Additively Compositional Distributional Representations,"Ran Tian,Naoaki Okazaki,Kentaro Inui",None,18
acl,https://aclanthology.org/P16-1122.pdf,Inner Attention based Recurrent Neural Networks for Answer Selection,"Bingning Wang,Kang Liu,Jun Zhao",None,201
acl,https://aclanthology.org/P16-1123.pdf,Relation Classification via Multi-Level Attention CNNs,"Linlin Wang,Zhu Cao,Gerard de Melo,Zhiyuan Liu",None,444
acl,https://aclanthology.org/P16-1124.pdf,Knowledge Base Completion via Coupled Path Ranking,"Quan Wang,Jing Liu,Yuanfei Luo,Bin Wang,Chin-Yew Lin",None,67
acl,https://aclanthology.org/P16-1125.pdf,Larger-Context Language Modelling with Recurrent Neural Network,"Tian Wang,Kyunghyun Cho",None,109
