conference,url,title,authors,abstract
emnlp,https://aclanthology.org/D13-1150.pdf,Where Not to Eat? Improving Public Policy by Predicting Hygiene Inspections Using Online Reviews,"Jun Seok Kang,Polina Kuznetsova,Michael Luca,Yejin Choi",None
emnlp,https://aclanthology.org/D13-1151.pdf,Automatically Identifying Pseudepigraphic Texts,"Moshe Koppel,Shachar Seidman",None
emnlp,https://aclanthology.org/D13-1152.pdf,Dynamic Feature Selection for Dependency Parsing,"He He,Hal Daumé III,Jason Eisner",None
emnlp,https://aclanthology.org/D13-1153.pdf,Semi-Supervised Representation Learning for Cross-Lingual Text Classification,"Min Xiao,Yuhong Guo",None
emnlp,https://aclanthology.org/D13-1154.pdf,Using Crowdsourcing to get Representations based on Regular Expressions,"Anders Søgaard,Hector Martinez,Jakob Elming,Anders Johannsen",None
emnlp,https://aclanthology.org/D13-1155.pdf,Overcoming the Lack of Parallel Data in Sentence Compression,"Katja Filippova,Yasemin Altun",None
emnlp,https://aclanthology.org/D13-1156.pdf,Fast Joint Compression and Summarization via Graph Cuts,"Xian Qian,Yang Liu",None
emnlp,https://aclanthology.org/D13-1157.pdf,Inducing Document Plans for Concept-to-Text Generation,"Ioannis Konstas,Mirella Lapata",None
emnlp,https://aclanthology.org/D13-1158.pdf,Single-Document Summarization as a Tree Knapsack Problem,"Tsutomu Hirao,Yasuhisa Yoshida,Masaaki Nishino,Norihito Yasuda,Masaaki Nagata",None
emnlp,https://aclanthology.org/D13-1159.pdf,A Hierarchical Entity-Based Approach to Structuralize User Generated Content in Social Media: A Case of Yahoo! Answers,"Baichuan Li,Jing Liu,Chin-Yew Lin,Irwin King,Michael R. Lyu",None
emnlp,https://aclanthology.org/D13-1160.pdf,Semantic Parsing on Freebase from Question-Answer Pairs,"Jonathan Berant,Andrew Chou,Roy Frostig,Percy Liang",None
emnlp,https://aclanthology.org/D13-1161.pdf,Scaling Semantic Parsers with On-the-Fly Ontology Matching,"Tom Kwiatkowski,Eunsol Choi,Yoav Artzi,Luke Zettlemoyer",None
emnlp,https://aclanthology.org/D13-1162.pdf,Classifying Message Board Posts with an Extracted Lexicon of Patient Attributes,"Ruihong Huang,Ellen Riloff",None
